Name,Category,Type,Price Range,Rating,No of Reviews,Description,Address,Latitude,Longitude
Panda Express,Dining,Chinese,$,4.1,70, Simple Chinese fast food chain,775 Commonwealth Avenue  ,42.350761,-71.109039
Applebee's Grill + Bar,Dining,Restaurant,$$,3.8,1182, Casual American bar & grill chain,11A Allstate Rd  ,42.326447,-71.064981
Union Oyster House,Dining,Seafood,$$,4.3,4038, Historic eatery & seafood institution,41 Union St  ,42.361291,-71.056887
Scoozi,Dining,Italian,$$,3.7,153," Pizza, panini & pitchers of sangria",580 Commonwealth Avenue  ,42.348831,-71.099358
Sushiemon,Dining,Japanese,$$,3.7,39, Chill outpost for sushi & Japanese meals,201 Massachusetts Ave  ,42.345247,-71.087131
Bisq,Dining,American,$$$,4.5,186, American small plates & dark wood decor,1071 Cambridge St  ,42.373095,-71.095085
Island Creek Oyster Bar,Dining,Restaurant,$$,4.5,10, Bakery/cafe chain for soups & sandwiches,500 Commonwealth Avenue  ,42.348539,-71.095101
Olive Garden Italian Restaurant,Dining,Italian,$$,3.8,1450, Family friendly Italian restaurant chain,11 Allstate Rd B  ,42.326447,-71.064981
Mr. Bartley's Burger Cottage,Dining,Hamburger,$$,4.3,717, Landmark Harvard Square burger joint,1246 Massachusetts Ave  ,42.322147,-71.062221
Coppa Enoteca,Dining,Italian,$$,4.6,472, Italian small plates & charcuterie,253 Shawmut Ave  ,42.343477,-71.068752
Akinto Restaurant,Dining,Restaurant,$$,5,1," Chill, airy sushi stop near BU",1 Appleton St  ,42.346742,-71.069654
Menton,Dining,Modern French,$$$$,4.6,269, Posh place for French Italian plates,354 Congress St  ,42.350577,-71.048311
Pabu Boston,Dining,Sushi,$$$,4.4,373, Star chef–led Japanese cuisine & sushi,3 Franklin St  ,42.288498,-71.041589
Clink,Dining,American,$$$,4.1,177, Modern American dining in a former jail,215 Charles St  ,42.361985,-71.070176
Alden & Harlow,Dining,New American,$$$,4.5,1106, New American fare & cocktails on tap,40 Brattle St  ,42.297112,-71.073541
Finch,Dining,American,$,4.2,40, Light American bites in a boutique hotel,107 Merrimac St  ,42.363898,-71.062406
Regina Pizzeria,Dining,Pizza,$,3.6,39, Veteran chain for brick oven pizzas,700 Atlantic Ave  ,42.351977,-71.055028
Back Deck,Dining,American,$$,4,705, Bar & grill decked out in lawn furniture,2 West St  ,42.354307,-71.062141
Shore Leave,Dining,Restaurant,$$,4.4,110, Tiki bar & restaurant,11 William E Mullins Way  ,42.345617,-71.064786
Chipotle Mexican Grill,Dining,Mexican,$,4.1,383, Chain for build your own Mexican fare,101 Summer St  ,42.353637,-71.058241
Committee,Dining,Mediterranean,$$$,4.5,947, Swank spot for Med meze & tiki drinks,50 Northern Ave  ,42.353539,-71.046131
Legal Sea Foods,Dining,Seafood,$$$,4.3,2858, Upscale seafood chain with cocktails,255 State St  ,42.359447,-71.051131
Boston Sail Loft,Dining,Seafood,$$,4.5,1534, Classic seafood on the Waterfront,80 Atlantic Ave  ,42.362537,-71.050722
Fox & The Knife,Dining,Restaurant,$$,4.7,111, Family friendly Italian restaurant chain,28 W Broadway  ,42.342727,-71.056519
TGI Fridays,Dining,Restaurant,$$,3.4,948, Lively American restaurant & bar chain,1626 Tremont St  ,42.333677,-71.103991
No Name Restaurant,Dining,Seafood,$$,4,1646, No frills seafood mainstay since 1917,15 1/2 Fish Pier St E  ,42.348021,-71.038108
Dig Inn,Dining,New American,$,4.6,240, Friendly fast casual farm to table chain,277 Washington St  ,42.357633,-71.058387
Bonchon  Cambridge,Dining,Asian,$$,3.9,359, Korean fried chicken specialist,57 John F. Kennedy St  ,42.372058,-71.120692
Miami Restaurant,Dining,Dominican,$,4.2,94, Laid back eatery for Cuban & Latin fare,381 Centre St  ,42.294737,-71.057421
Trade,Dining,Mediterranean,$$$,4.2,410, Creative Mediterranean fare & cocktails,540 Atlantic Ave  ,42.353655,-71.053194
The Gold Bar,Dining,French,$$,4.5,4, Chic lounge at Menton with elegant bites,354 Congress St  ,42.350577,-71.048311
Canary Square,Dining,American,$$,4.1,453, Eco friendly American fare & draft brews,435 S Huntington Ave  ,42.339139,-71.092583
Eastern Standard,Dining,Grill,$$$,4.5,1405, Artful cocktails & brasserie style fare,528 Commonwealth Avenue  ,42.348516,-71.096222
State Street Provisions,Dining,American,$$,4.3,645, Upscale New England cookery & cocktails,255 State St  ,42.359447,-71.051131
North 26,Dining,New England,$$$,4,50, Local seafood at open late hotel eatery,26 North St  ,42.360797,-71.056261
Grendel's Den Restaurant & Bar,Dining,American,$,4.1,727, Staple pub with half off happy hour eats,89 Winthrop St  ,42.370201,-71.039591
Orinoco Harvard Square,Dining,Latin American,$$,4.5,339, Popular mainstay for Venezuelan eats,56 John F. Kennedy St  ,42.371828,-71.120582
Dos Diablos Taco Bar,Dining,Tacos,$$,2.2,6, Tiki bar & restaurant,50 Gainsborough St  ,42.341777,-71.087362
Abe & Louie's,Dining,Steak,$$$,4.5,1067," Upscale, classic steakhouse",793 Boylston St  ,42.349257,-71.081601
Stoked Wood Fired Pizza Co.,Dining,Pizza,$$,4.7,407, Creative pizzas & draft cocktails,1632 Beacon St  ,42.339701,-71.135642
Pagliuca's,Dining,Italian,$$,4,295, Go to for down home Italian recipes,14 Parmenter St  ,42.363742,-71.054945
Empire Garden Restaurant,Dining,Chinese,$,3.7,350, Banquet style dim sum in an old theater,690 Washington St  ,42.351304,-71.062728
Fool's Errand,Dining,Restaurant,$$,4.7,34, Upscale seafood chain with cocktails,1377 Boylston St  ,42.344586,-71.100657
Dolce Vita Ristorante,Dining,Italian,$$,4.3,349, Cozy spot for Italian classics,221 Hanover St  ,42.362727,-71.055301
Bar 10,Dining,Restaurant,$$,3.7,46, Swanky cocktail bar & small plates place,10 Huntington Ave  ,42.348562,-71.077315
Washington Square Tavern,Dining,American,$$,4.5,197, Popular hangout with comfort food,714 Washington St  ,42.286801,-71.070991
La Voile,Dining,French,$$$,4.2,133, Charming brasserie for French fare,1627 Beacon St  ,42.339097,-71.135438
Wendy's,Dining,Fast Food,$,3.9,693, Fast food burger chain,71 Summer St  ,42.354137,-71.058981
Puritan & Company,Dining,American,$$$,4.5,350, Urban New England focused American cafe,1166 Cambridge St  ,42.373103,-71.096797
Harvest,Dining,American,$$$,4.4,396, Mainstay for seasonal New England dining,44 Brattle St  ,42.297083,-71.07362
Border Cafe,Dining,Tex Mex,$,4.5,2097, Casual spot for Tex Mex & Cajun eats,32 Church St  ,42.308827,-71.062151
Dick's Last Resort  Boston,Dining,American,$$,3.8,617, Southern eats served by surly staffers,"Quincy Market, Faneuil Hall Marketplace, S Market St  ",42.312221,-71.073171
Brewer's Fork,Dining,Pizza,$$,4.6,698, Rustic beer garden with wood fired fare,7 Moulton St  ,42.279727,-71.059921
IHOP,Dining,Restaurant,$,3.8,803, Diner chain known for its breakfast,16 Eliot St  ,42.351181,-71.067391
Whaling in Oklahoma,Dining,Restaurant,$$,4.2,95, Local seafood at open late hotel eatery,647 Tremont St  ,42.342227,-71.075391
Panda Express,Dining,Chinese,$,3.9,81, Simple Chinese fast food chain,100 Cambridgeside Pl  ,42.367058,-71.076036
Grill 23 & Bar,Dining,Steak,$$$$,4.6,872, Acclaimed chophouse & wine selection,161 Berkeley St  ,42.349398,-71.071858
The Sinclair,Dining,American,$$,4.5,946, New American eatery & live music venue,52 Church St  ,42.349727,-71.068651
Toscano,Dining,Italian,$$$,4.5,397, Upscale Italian fare in an elegant space,52 Brattle St  ,42.268733,-71.116916
Chilacates Centre St,Dining,Mexican,$,4.6,338, Quick stop for local Mexican eats,658 Centre St  ,42.312766,-71.113871
Wisteria Restaurant and Bar,Dining,Grill,$$,3.5,4, Go to for down home Italian recipes,821 Washington St  ,42.348961,-71.064317
Popeyes Louisiana Kitchen,Dining,Chicken,$,3.7,511, Fast food fried chicken chain,330 M.L.K. Jr Blvd  ,42.318511,-71.082881
sweetgreen,Dining,Salad,$,4.5,435," Eco chic chain for salads, soups & bowls",659 Boylston St  ,42.370567,-71.026964
Tasting Counter,Dining,New American,$$$$,4.7,193, Intimate spot for American tasting menus,14 Tyler St  ,42.350847,-71.060501
Bocao Restaurant & Grill,Dining,Dominican,$$,4.2,78, Swanky cocktail bar & small plates place,3094 Washington St  ,42.315131,-71.098641
FIELD & VINE,Dining,New American,$$$,4.8,138, Seasonal farm to fork small plates,9 Sanborn Ct  ,42.379961,-71.094318
Nahita Restaurant,Dining,Restaurant,$$,4.3,84, Stylish stop for Latin Asian fusion,100 Arlington St  ,42.349931,-71.069452
Garden Cafeteria,Dining,Hamburger,$$,3.7,77, Comfy choice for light American fare,465 Huntington Ave  ,42.339591,-71.094203
Sunrise,Dining,Chinese,$,3.1,89, Modest option for Chinese takeout,1031 Tremont St  ,42.336777,-71.085451
Kala Thai Cookery,Dining,Thai,$$,4.7,138, Mainstay for seasonal New England dining,151 Hanover St  ,42.361617,-71.057061
The Neighborhood Restaurant,Dining,American,$,4.6,669, Popular staple for Portuguese breakfasts,25 Bow St  ,42.338721,-71.056304
Juliet,Dining,Fine Dining,$$,4.5,258, Classy European cafe with a hip vibe,21 Union Square  ,42.360967,-71.056641
Alcove,Dining,Restaurant,$$,4.5,109," Modern, convivial Mediterranean kitchen",50 Lovejoy Wharf  ,42.366911,-71.059937
Five Horses Tavern  South End,Dining,Restaurant,$$,4.4,566," Beers, bourbon & creative American fare",535 Columbus Ave  ,42.341851,-71.080561
Rino's Place,Dining,Italian,$$,4.6,555, Homemade pasta & Italian comfort food,258 Saratoga St  ,42.378307,-71.032151
Giulia,Dining,Italian,$$$,4.7,346, Intimate spot for classic Italian fare,1682 Massachusetts Ave  ,42.382511,-71.119855
Champions,Dining,Restaurant,$$,4.1,281, TV lined sports bar & grill in a hotel,110 Huntington Ave  ,42.347266,-71.078871
Sarma,Dining,Small Plates,$$$,4.8,926, Vibrant modern Mediterranean option,249 Pearl St  ,42.388157,-71.095534
Boston Chops South End,Dining,Steak,$$$,4.5,422, Upscale steaks & nose to tail dishes,1375 Washington St  ,42.341649,-71.069614
Genji Sushi,Dining,Sushi,$$,3,2, Casual pit stop dedicated to sushi,15 Westland Ave  ,42.343945,-71.087338
Beat Brew Hall,Dining,Restaurant,$$,4.2,592, Bohemian lounge with eats & live music,13 Brattle St  ,42.267008,-71.115574
Smith & Wollensky,Dining,Steak,$$$,4.5,529, High end chophouse with dry aged steaks,"Tufts Building, 294 Congress St  ",42.313268,-71.049377
Saus Boston,Dining,Sandwich,$,4.5,829, Fries & beer spot open late on weekends,33 Union St  ,42.361187,-71.056781
Conor Larkin's Grill & Tap,Dining,Grill,$,4.2,201, Lively Irish pub with pitchers & sports,329 Huntington Ave  ,42.340941,-71.088192
The Pour House,Dining,Grill,$,4.3,1445," Boisterous, no frills bar & grill",907 Boylston St #21  ,42.348477,-71.084321
Legal Fish Bowl,Dining,Seafood,$$$,3.4,17, Upscale seafood chain with cocktails,Faneuil Hall Marketplace Quincy Market Building  ,42.360004,-71.055691
Symphony Cafe,Dining,Cafe,$$,4.8,4, Preshow buffet at Boston Symphony Hall,301 Massachusetts Ave  ,42.342893,-71.085689
McKenna's Cafe,Dining,Breakfast,$,4.3,654, Local go to for breakfast & lunch,109 Savin Hill Ave  ,42.311527,-71.053821
New American Cafe,Dining,Restaurant,$$,3.8,125, Dramatic spot for upscale cuisine,465 Huntington Ave  ,42.339591,-71.094203
The Met Back Bay,Dining,Grill,$$,4.1,659," Posh pick for steaks, burgers & brunch",279 Dartmouth St  ,42.351137,-71.077581
Fat Hen,Dining,Italian,$$,4.5,114," Hip, intimate Italian & housemade pasta",126 Broadway  ,42.349686,-71.066759
Del Frisco's Double Eagle Steakhouse,Dining,Steak,$$$$,4.2,109, High end beef & seafood in posh environs,888 Boylston St Suite 053  ,42.348192,-71.082876
Apropos,Dining,Cafe,$$,2.7,6, Hotel cafe serving traditional breakfast,39 Dalton St  ,42.346587,-71.083841
jm Curley,Dining,Bar,$$,4.2,682, Late night creative comfort food & brews,21 Temple Pl  ,42.355251,-71.062322
Tony C's Sports Bar & Grill  Fenway,Dining,Sports bar,$$,4.4,3.9, Sprawling sports bar with beer on tap,1265 Boylston St  ,42.345266,-71.096353
Dirty Water Dough Company,Dining,Pizza Takeout,$,4.3,481, Comfy space with artisanal pizzas & wine,222 Newbury St  ,42.349767,-71.081081
STRIP by Strega,Dining,Steak,$$$$,4.7,332, Italian steakhouse with a glamorous vibe,64 Arlington St  ,42.350725,-71.069923
The Longfellow Bar,Dining,Restaurant,$$,4.3,74, Vibrant modern Mediterranean option,40 Brattle St #3  ,42.297112,-71.073541
Maluken and Sushi Express,Dining,Sushi,$,3,90, Pared down option for Japanese eats,1038 Beacon St  ,42.345868,-71.108591
Black Lamb,Dining,Restaurant,$$,4.4,2, Casual pit stop dedicated to sushi,571 Tremont St  ,42.343696,-71.072626
4th Wall Restaurant & Bar,Dining,Gastropub,$$,4.8,76, Bohemian lounge with eats & live music,228 Tremont St  ,42.351363,-71.064585
Kamakura,Dining,Restaurant,$$,4.4,49, High end chophouse with dry aged steaks,150 State St  ,42.359423,-71.054072
sweetgreen,Dining,Salad,$,3.9,88," Eco chic chain for salads, soups & bowls",354 Harrison Ave  ,42.370567,-71.026964
Bar Louie,Dining,Gastropub,$$,4,393," American pub grub, microbrews & martinis",121 Brookline Ave  ,42.345767,-71.100491
Anna's Taqueria,Dining,Mexican,$$,4.3,167, Busy local chain for fast casual Mexican,800 Boylston St  ,42.346277,-71.082801
sweetgreen,Dining,Salad,$,4.4,148," Eco chic chain for salads, soups & bowls",372 Congress St  ,42.370567,-71.026964
sweetgreen,Dining,Salad,$$,3.7,196," Eco chic chain for salads, soups & bowls",13 School St  ,42.358231,-71.060102
Presse at Sonsie,Dining,Restaurant,$$,4,3, Local go to for breakfast & lunch,327 Newbury St  ,42.348811,-71.086272
Victoria's Diner,Dining,Diner,$,4.6,1202, Institution for old school diner grub,1024 Massachusetts Ave  ,42.327087,-71.066811
sweetgreen,Dining,Salad,$$,4.8,153," Eco chic chain for salads, soups & bowls",87 Summer St  ,42.351946,-71.053758
The Table at Season to Taste,Dining,Eclectic,$$$,4.4,197, Tasting menu served in intimate digs,2447 Massachusetts Ave  ,42.398268,-71.131111
Ruth's Chris Steak House,Dining,Steak,$$$$,4.3,568, Upscale American steakhouse chain,45 School St  ,42.358127,-71.059331
Harvard Gardens,Dining,Restaurant,$$,4.4,364, American eats in pub like digs,316 Cambridge St  ,42.360947,-71.069011
Del Frisco's Double Eagle Steakhouse,Dining,Steak,$$$$,4.4,771, High end beef & seafood in posh environs,250 Northern Ave Suite 200  ,42.348953,-71.038402
Yume Wo Katare,Dining,Japanese,$,4.3,644, Busy counter serve Japanese noodle shop,1923 Massachusetts Ave  ,42.389354,-71.119811
Potbelly Sandwich Shop,Dining,Sandwich,$,4.5,168, Casual chain for toasted sandwiches,263 Washington St  ,42.358157,-71.058161
Bristol Restaurant and Bar,Dining,American,$$$$,4.7,193, Upscale American dining with a view,200 Boylston St  ,42.352229,-71.067952
Delfino Restaurant,Dining,Italian,$$,4.7,235, Cozy trattoria known for hearty fare,754 South St  ,42.287037,-71.129481
Celeste,Dining,Peruvian,$$,4.6,165," Trendy, exciting Peruvian dining spot",21 Bow St  ,42.338617,-71.056389
Sausage Connection,Dining,Hot Dog Stand,$$,4.3,8, Casual pit stop dedicated to sushi,99 Lansdowne St  ,42.347323,-71.097585
Boston Chops Downtown,Dining,Steak,$$,4.5,146, Bohemian lounge with eats & live music,52 Temple Pl  ,42.355332,-71.061353
Ten Tables,Dining,Gastropub,$$$,4.4,223, Cozy stop for market driven cuisine,597 Centre St  ,42.314917,-71.114271
Ashmont Grill,Dining,American,$$,4.1,315," Local art, American eats & patio seating",555 Talbot Ave  ,42.286109,-71.064731
Dine Boston Bar & Grille,Dining,American,$$,4.4,313, Casual hub for New England–inspired grub,1 Harborside Dr  ,42.363426,-71.025701
Potbelly Sandwich Shop,Dining,Sandwich,$,4.5,34, Casual chain for toasted sandwiches,1 Federal St #100  ,42.356117,-71.056951
Ali's Roti Restaurant,Dining,Caribbean,$,4.5,401, Low key choice for classic Indian fare,1188 Blue Hill Avenue  ,42.283787,-71.091291
Deep Ellum,Dining,Restaurant,$$,3.7,602, Cozy gastropub with microbrews & eats,477 Cambridge St  ,42.353921,-71.137031
Cafe 472,Dining,Cafe,$,4.7,144," Panini, salads & many frozen yogurts",472 Commonwealth Avenue  ,42.348567,-71.093671
Talulla,Dining,Fine Dining,$$,4.3,45, Institution for old school diner grub,377 Walden St  ,42.383692,-71.134391
North 26,Dining,Steak,$$,4.5,142, American dining in a contemporary hotel,"1503, 26 North St  ",42.360795,-71.055941
Oliveira's Steak House,Dining,Steak,$$,2.6,1462, Brazilian style meats in a relaxed setup,120 Washington St  ,42.305183,-71.079941
Spagnuolo's Restaurant,Dining,Italian,$$,4.7,161," Pizza, pasta & other Italian standards",240 Hanover St  ,42.363397,-71.055171
Brassica Kitchen + Cafe,Dining,Cafe,$$,4.5,461, Cool cafe with French American menu,3710 Washington St  ,42.300892,-71.112657
The Capital Grille,Dining,Fine Dining,$$$$,4.5,314, Upscale chophouse chain with clubby look,"The Chestnut Hill Square, 250 Boylston St  ",42.370567,-71.026964
DAKZEN,Dining,Thai,$,4.1,268," Small, counter serve for Thai noodles",195 Elm St  ,42.393335,-71.120438
Savin Bar and Kitchen,Dining,Grill,$$,3,319, Modern space & American eats,116 Savin Hill Ave  ,42.311697,-71.053511
Maggiano's Little Italy,Dining,Bar,$$,4.6,2, Upscale American dining with a view,20 Winchester St  ,42.349587,-71.067911
haley.henry,Dining,Wine bar,$$$,4.3,130, Wine bar with tinned fish & charcuterie,45 Province St  ,42.357057,-71.060171
Blossom Bar at Sichuan Garden,Dining,Bar,$$,4.3,239, Hip spot for cocktails & Chinese cuisine,295 Washington St  ,42.300398,-71.075311
Papa Razzi Wellesley,Dining,Restaurant,$$,4.6,326, Family friendly Italian trattoria & bar,16 Washington St  ,42.308086,-71.082818
The Capital Grille,Dining,Fine Dining,$$$$,2.6,561, Upscale chophouse chain with clubby look,10 Wayside Rd  ,42.485763,-71.190881
PGA Tour Grill,Dining,Grill,$$,4.4,25, Cozy stop for market driven cuisine,1 Harborside Dr  ,42.363426,-71.025701
nathálie,Dining,Wine bar,$$,4.3,59," Local art, American eats & patio seating",186 Brookline Ave  ,42.343831,-71.101701
Papa Razzi Concord,Dining,Restaurant,$$,4.5,497, Family friendly Italian trattoria & bar,768 Elm St  ,42.465381,-71.388596
Orlean's Restaurant,Dining,Restaurant,$$,4,290," American fare, craft beer & sports on TV",65 Holland St  ,42.313399,-71.086769
The Met Natick,Dining,Grill,$$,4.4,174," High style, modern steakhouse in a mall",1245 Worcester St  ,42.302087,-71.383375
Thinking Cup,Dining,Coffee shop,$$,4.6,1041, Gourmet coffee shop & espresso bar,165 Tremont St  ,42.353957,-71.063721
Kahootz Entertainment Boston Wedding Bands,Entertainment,Entertainment agency,$$,5,20, ,304 Newbury St #172,42.348694,-71.085095
Kings Dining & Entertainment,Entertainment,American,$$,4,717, Retro style bowling alley & lounge,50 Dalton St,42.347082,-71.085644
Entertainment Specialists,Entertainment,Entertainment agency,$$,5,1, ,800 Boylston St #1600,42.346277,-71.082801
Urban Circus Entertainment,Entertainment,Entertainment agency,$$,4.8,13, ,,42.370567,-71.026964
Aga's Highland Tap Room,Entertainment,Adult entertainment club,$$,4.2,17, ,2128 Washington St,42.331748,-71.081752
Night Shift Entertainment,Entertainment,Entertainment agency,$$,5,15, ,580 Harrison Ave #429,42.340457,-71.067961
HunkOMania Male Strip Club Revue,Entertainment,Adult entertainment club,$$,4.7,62, ,110 Tremont St,42.356862,-71.061312
Kings Dining & Entertainment,Entertainment,American,$$,4.3,656, Fun food & games destination for adults,60 Seaport Blvd Suite 225,42.353126,-71.047221
King Ilabash,Entertainment,Entertainment agency,$$,5,1, ,92 Camden St #3,42.337471,-71.080831
A Beat Away Entertainment,Entertainment,DJ service,$$,5,1, ,150 Staniford St,42.364159,-71.063868
Kaleidoscope Art & Entertainment,Entertainment,Entertainment agency,$$,5,18, ,100 Boylston St,42.352227,-71.065271
Big Night Entertainment Group,Entertainment,Entertainer,$$,5,1, ,186 Tremont St,42.352517,-71.064161
The Glass Slipper,Entertainment,Adult entertainment club,$$,3.1,73, ,22 Lagrange St,42.351466,-71.063416
MIT Lecture Series Committee,Entertainment,Entertainment agency,$$,4,1, ,84 Massachusetts Ave,42.349112,-71.088566
The Male Encounter Male Revue,Entertainment,Entertainment agency,$$,4.6,16, ,,42.370567,-71.026964
Masacote Entertainment,Entertainment,Entertainment agency,$$,5,3, ,215 First St,42.341436,-71.050094
Odyssey Boston,Entertainment,Event venue,$$$,4.3,165, ,60 Rowes Wharf,42.355895,-71.049928
Slate Casting,Entertainment,Entertainment agency,$$,4.9,17, ,162 Columbus Ave,42.349301,-71.070653
Wonderland Entertainment,Entertainment,Auditorium,$$,4.1,140, ,1290 N Shore Rd,42.383348,-71.038854
Centerfolds Boston,Entertainment,Adult entertainment club,$$,2.8,63, ,12 Lagrange St,42.351451,-71.063279
Falmouth Cinema Pub,Entertainment,Movie theater,$$,4.1,279,American eats & first run films,137 Teaticket Hwy,42.370567,-71.026964
Trendsetter Entertainment,Entertainment,Entertainment agency,$$,5,1,Retro style bowling alley & lounge,10 Clyde Rd,42.366414,-71.039182
Game On!,Entertainment,Sports bar,$$,3.8,62," Big, sports themed bar & American grill",82 Lansdowne St,42.347027,-71.098391
Kings Dining & Entertainment,Entertainment,American,$$,4.1,735, ,52 Second Ave,42.376432,-71.053211
Men in Motion Male Strippers,Entertainment,Entertainment agency,$$,4.7,91, ,279 Tremont St,42.349982,-71.065468
Silly Sallys Entertainment,Entertainment,Entertainer,$$,3.7,3, ,35 Agawam Rd,42.295286,-71.05411
Latin DJs Entertainment,Entertainment,Entertainment agency,$$,5,1, Fun food & games destination for adults,351 Centre St,42.294437,-71.058531
Keros Entertainment,Entertainment,Entertainment agency,$$,4.6,5, ,,42.370567,-71.026964
Dacypher Entertainment /Dacypher Radio,Entertainment,Entertainment agency,$$,4.8,8, ,34 Topalian St #2,42.265717,-71.096881
C Zone Entertainment,Entertainment,Entertainment agency,$$,5,5, ,92 Jackson St Suite 103,42.355378,-71.061317
Bash Entertainment,Entertainment,Entertainer,$$,5,1, ,,42.370567,-71.026964
MARX entertainment,Entertainment,DJ service,$$,4.8,26, ,49 Vogel St,42.264017,-71.165071
Party Excitement Entertainment,Entertainment,Entertainer,$$,5,10, ,30 6th Rd,42.510255,-71.148254
SOOFRESH ENTERTAINMENT,Entertainment,Entertainment agency,$$,5,1, ,519 Sprague St,42.233378,-71.139415
Kings Dining & Entertainment,Entertainment,American,$$,4,571," Lively hub for bowling, pool & pub grub",600 Legacy Pl,42.229282,-71.176744
Beehive Restaurant,Entertainment,Event venue,$$,4.4,1641," Upscale comfort food, drinks & live jazz",541 Tremont St,42.344716,-71.071388
Kaleidoscope Art & Entertainment,Entertainment,Entertainment agency,$$,4.7,14, ,41 Harbor St #4,42.345455,-71.03609
Boch Center   Shubert Theatre,Entertainment,Performing arts theater,$$,4.3,383,Historical performing arts venue ,265 Tremont St,42.350397,-71.065411
Sound City Entertainment,Entertainment,Entertainment agency,$$,3.7,3, ,"345 Main Street, Box 80055",42.480522,-71.100497
AMC Boston Common 19,Entertainment,Movie theater,$$,4.1,4072,American eats & first run films,175 Tremont St,42.353167,-71.064031
Shamrock Entertainment,Entertainment,Entertainment agency,$$,4.8,61,Retro style bowling alley & lounge,316 Central St,42.374485,-71.039512
South Shore Entertainment,Entertainment,Entertainment agency,$$,5,1, ,88 Cabot Ave,42.402267,-71.020305
AMC South Bay Center 12,Entertainment,Movie theater,$$,4.3,1475,"Big, sports themed bar & American grill",25 District Avenue,42.325882,-71.062097
Kings Dining & Entertainment,Entertainment,American,$$,4.2,537, Hip bowling complex with drinks & dining,510 Market St,42.360275,-71.054816
Siagel Productions Inc,Entertainment,Entertainment agency,$$,3.9,7, ,2000 Commonwealth Avenue Suite 425,42.339437,-71.158521
Epic Entertainment Boston,Entertainment,Entertainment agency,$$,5,29, ,,42.370567,-71.026964
Rob Peters Entertainment,Entertainment,Entertainment agency,$$,5,1, Fun food & games destination for adults,,42.370567,-71.026964
Slades Bar & Grill,Entertainment,Bar,$$,4.2,801, Funky club with soul food & soul music,958 Tremont St,42.337256,-71.083617
Darryl's Corner Bar & Kitchen,Entertainment,Soul,$$,4.3,683, Southern cooking & live jazz,604 Columbus Ave,42.339767,-71.082401
House of Blues Boston,Entertainment,Live Music,$$,4.3,3106, New Orleans style food & rock music,15 Lansdowne St,42.347347,-71.095501
AMC Assembly Row 12,Entertainment,Movie theater,$$,4.4,2646, ,395 Artisan Way,42.395016,-71.079861
Game On! Fenway,Entertainment,Sports bar,$$,4.1,262, Ping Pong centric bar with American eats,82 Lansdowne St,42.347027,-71.098391
Fenway Park,Entertainment,Stadium,$$,4.8,19853, Legendary home of the Red Sox,4 Yawkey Way,42.346723,-71.098681
Boston Wedding DJ,Entertainment,DJ service,$$,5,32, ,52 Everett St #315,42.368147,-71.035831
Entertainment Cinemas,Entertainment,Movie theater,$$,3.8,478,Cozy theater for first run films,45 Sack Blvd,42.531038,-71.745976
Greater Boston Convention & Visitors Bureau,Entertainment,Convention center,$$,3.9,10," Upscale comfort food, drinks & live jazz",2 Copley Pl,42.347279,-71.07768
Jacob Sound,Entertainment,Entertainment agency,$$,5,4, ,,42.370567,-71.026964
Apex Entertainment Marlborough,Entertainment,Entertainment agency,$$,4.4,2010, Historical performing arts venue,21 Apex Drive,42.338334,-71.584835
Spotlight Entertainmet,Entertainment,Entertainment agency,$$,5,1, ,31 Wave Way,42.377107,-70.973119
Murray Hill Talent,Entertainment,Entertainment agency,$$,4.8,29,American eats & first run films,,42.370567,-71.026964
Spirit of Boston,Entertainment,Event venue,$$,4.2,463, Retro style bowling alley & lounge,,42.370567,-71.026964
Boston Center for the Arts,Entertainment,Performing arts theater,$$,4.7,295," Modern theater, music, dance & art venue",539 Tremont St,42.344716,-71.071388
Cure Lounge,Entertainment,Night club,$$,3.6,97, Sumptuous nightclub for drinks & dancing,246 Tremont St,42.350706,-71.064671
Curtis Knight Entertainment,Entertainment,Entertainment agency,$$,5,116, Hip bowling complex with drinks & dining,644 Boston Rd,42.542562,-71.251503
Entertainment Cruises Boston Office,Entertainment,Cruise agency,$$,4.3,6, ,200 Seaport Blvd #75,42.350027,-71.040991
Boston Center for American Performance,Entertainment,Performing arts theater,$$,5,1, ,855 Commonwealth Avenue,42.351351,-71.113815
Venu Nightclub,Entertainment,Bar,$$$,3.4,140, Club featuring hip hop & Latin house,100 Warrenton St,42.350794,-71.066231
AMC Braintree 10,Entertainment,Movie theater,$$,4.3,2321, Funky club with soul food & soul music,121 Grandview Rd,42.218181,-71.032994
Club eNVy Allston,Entertainment,Night club,$$,3.2,21,New Orleans style food & rock music,20 Linden St,42.333917,-71.045101
Berklee Performance Center,Entertainment,Performing arts theater,$$,4.6,327," Concerts by students, alums & faculty",136 Massachusetts Ave,42.347084,-71.087032
TD Garden,Entertainment,Arena,$$,4.6,10553, Home arena of the Celtics & Bruins,100 Legends Way,42.366577,-71.061631
Rowes Wharf Sea Grille,Entertainment,Bar,$$$,4.2,151, Harborside seafood & afternoon tea,70 Rowes Wharf,42.355924,-71.050166
Middle East,Entertainment,Bar,$$,4.3,1222, Revered venue for up & coming bands,480 Massachusetts Ave,42.339927,-71.080591
The Harp,Entertainment,American,$$,4.1,575, Popular sports bar with DJs & live bands,85 Causeway St,42.364633,-71.062384
Kings Dining & Entertainment World Headquarters,Entertainment,American,$$,3.5,4," Upscale comfort food, drinks & live jazz",35 Walnut St #200,42.286205,-71.041889
